Route,Segment,Date,TripStartTime,Scheduled Running Time,Actual Running Time
"        50 - Route 50",heapar - bearid,04/03/2022 12:00 AM,15:11:00,300,187
"        50 - Route 50",rsw - dantre,01/02/2022 12:00 AM,15:11:00,600,642
"        50 - Route 50",rsw - dantre,03/20/2022 12:00 AM,15:11:00,600,626
"        50 - Route 50",winsum - heapar,12/26/2021 12:00 AM,15:11:00,240,220
"        50 - Route 50",btwrsh - winsum,01/30/2022 12:00 AM,15:11:00,"1,200",764
"        50 - Route 50",btwrsh - winsum,02/20/2022 12:00 AM,15:11:00,"1,200",775
"        50 - Route 50",dantre - btwrsh,02/06/2022 12:00 AM,15:11:00,840,715
"        50 - Route 50",heapar - bearid,01/30/2022 12:00 AM,15:11:00,300,304
"        50 - Route 50",winsum - heapar,12/05/2021 12:00 AM,15:11:00,240,196
"        50 - Route 50",winsum - heapar,02/13/2022 12:00 AM,15:11:00,240,216
"        50 - Route 50",winsum - heapar,02/27/2022 12:00 AM,15:11:00,240,179
"        50 - Route 50",winsum - heapar,03/20/2022 12:00 AM,15:11:00,240,187
"        50 - Route 50",btwrsh - winsum,01/02/2022 12:00 AM,15:11:00,"1,200",745
"        50 - Route 50",btwrsh - winsum,04/03/2022 12:00 AM,15:11:00,"1,200",808
"        50 - Route 50",dantre - btwrsh,12/26/2021 12:00 AM,15:11:00,840,627
"        50 - Route 50",dantre - btwrsh,01/09/2022 12:00 AM,15:11:00,840,610
"        50 - Route 50",heapar - bearid,12/05/2021 12:00 AM,15:11:00,300,241
"        50 - Route 50",heapar - bearid,12/26/2021 12:00 AM,15:11:00,300,255
"        50 - Route 50",heapar - bearid,02/27/2022 12:00 AM,15:11:00,300,372
"        50 - Route 50",heapar - bearid,03/27/2022 12:00 AM,15:11:00,300,283
"        50 - Route 50",rsw - dantre,01/23/2022 12:00 AM,15:11:00,600,527
"        50 - Route 50",winsum - heapar,12/12/2021 12:00 AM,15:11:00,240,198
"        50 - Route 50",winsum - heapar,12/19/2021 12:00 AM,15:11:00,240,194
"        50 - Route 50",btwrsh - winsum,01/16/2022 12:00 AM,15:11:00,"1,200",876
"        50 - Route 50",btwrsh - winsum,02/13/2022 12:00 AM,15:11:00,"1,200",941
"        50 - Route 50",heapar - bearid,01/16/2022 12:00 AM,15:11:00,300,233
"        50 - Route 50",heapar - bearid,02/20/2022 12:00 AM,15:11:00,300,317
"        50 - Route 50",heapar - bearid,03/06/2022 12:00 AM,15:11:00,300,335
"        50 - Route 50",heapar - bearid,03/13/2022 12:00 AM,15:11:00,300,296
"        50 - Route 50",heapar - bearid,03/20/2022 12:00 AM,15:11:00,300,344
"        50 - Route 50",rsw - dantre,01/16/2022 12:00 AM,15:11:00,600,459
"        50 - Route 50",rsw - dantre,02/06/2022 12:00 AM,15:11:00,600,496
"        50 - Route 50",rsw - dantre,02/27/2022 12:00 AM,15:11:00,600,539
"        50 - Route 50",rsw - dantre,03/27/2022 12:00 AM,15:11:00,600,569
"        50 - Route 50",winsum - heapar,01/09/2022 12:00 AM,15:11:00,240,191
"        50 - Route 50",winsum - heapar,04/03/2022 12:00 AM,15:11:00,240,162
"        50 - Route 50",btwrsh - winsum,01/09/2022 12:00 AM,15:11:00,"1,200",778
"        50 - Route 50",dantre - btwrsh,02/20/2022 12:00 AM,15:11:00,840,801
"        50 - Route 50",dantre - btwrsh,02/27/2022 12:00 AM,15:11:00,840,640
"        50 - Route 50",dantre - btwrsh,04/03/2022 12:00 AM,15:11:00,840,756
"        50 - Route 50",heapar - bearid,12/19/2021 12:00 AM,15:11:00,300,273
"        50 - Route 50",rsw - dantre,12/26/2021 12:00 AM,15:11:00,600,492
"        50 - Route 50",rsw - dantre,01/09/2022 12:00 AM,15:11:00,600,481
"        50 - Route 50",winsum - heapar,01/16/2022 12:00 AM,15:11:00,240,196
"        50 - Route 50",winsum - heapar,01/30/2022 12:00 AM,15:11:00,240,205
"        50 - Route 50",winsum - heapar,02/06/2022 12:00 AM,15:11:00,240,169
"        50 - Route 50",winsum - heapar,03/06/2022 12:00 AM,15:11:00,240,167
"        50 - Route 50",btwrsh - winsum,12/12/2021 12:00 AM,17:30:00,"1,200",850
"        50 - Route 50",dantre - btwrsh,12/26/2021 12:00 AM,17:30:00,"1,020",644
"        50 - Route 50",heapar - bearid,03/27/2022 12:00 AM,17:30:00,300,271
"        50 - Route 50",winsum - heapar,01/23/2022 12:00 AM,17:30:00,300,216
"        50 - Route 50",winsum - heapar,02/13/2022 12:00 AM,17:30:00,300,198
"        50 - Route 50",btwrsh - winsum,12/26/2021 12:00 AM,17:30:00,"1,200",760
"        50 - Route 50",dantre - btwrsh,04/03/2022 12:00 AM,17:30:00,"1,020",828
"        50 - Route 50",heapar - bearid,02/20/2022 12:00 AM,17:30:00,300,305
"        50 - Route 50",rsw - dantre,01/23/2022 12:00 AM,17:30:00,600,594
"        50 - Route 50",rsw - dantre,02/06/2022 12:00 AM,17:30:00,600,554
"        50 - Route 50",rsw - dantre,02/27/2022 12:00 AM,17:30:00,600,559
"        50 - Route 50",rsw - dantre,03/27/2022 12:00 AM,17:30:00,600,563
"        50 - Route 50",winsum - heapar,03/13/2022 12:00 AM,17:30:00,300,179
"        50 - Route 50",winsum - heapar,03/27/2022 12:00 AM,17:30:00,300,197
"        50 - Route 50",btwrsh - winsum,01/09/2022 12:00 AM,17:30:00,"1,200",859
"        50 - Route 50",btwrsh - winsum,01/23/2022 12:00 AM,17:30:00,"1,200",729
"        50 - Route 50",btwrsh - winsum,02/13/2022 12:00 AM,17:30:00,"1,200",769
"        50 - Route 50",btwrsh - winsum,03/13/2022 12:00 AM,17:30:00,"1,200",854
"        50 - Route 50",dantre - btwrsh,12/12/2021 12:00 AM,17:30:00,"1,020",740
"        50 - Route 50",dantre - btwrsh,01/16/2022 12:00 AM,17:30:00,"1,020",676
"        50 - Route 50",heapar - bearid,01/30/2022 12:00 AM,17:30:00,300,254
"        50 - Route 50",heapar - bearid,03/13/2022 12:00 AM,17:30:00,300,267
"        50 - Route 50",rsw - dantre,01/16/2022 12:00 AM,17:30:00,600,546
"        50 - Route 50",rsw - dantre,02/20/2022 12:00 AM,17:30:00,600,546
"        50 - Route 50",rsw - dantre,04/03/2022 12:00 AM,17:30:00,600,562
"        50 - Route 50",winsum - heapar,01/16/2022 12:00 AM,17:30:00,300,212
"        50 - Route 50",winsum - heapar,02/27/2022 12:00 AM,17:30:00,300,199
"        50 - Route 50",winsum - heapar,04/03/2022 12:00 AM,17:30:00,300,167
"        50 - Route 50",btwrsh - winsum,01/16/2022 12:00 AM,17:30:00,"1,200",731
"        50 - Route 50",dantre - btwrsh,01/09/2022 12:00 AM,17:30:00,"1,020",798
"        50 - Route 50",dantre - btwrsh,01/23/2022 12:00 AM,17:30:00,"1,020",787
"        50 - Route 50",dantre - btwrsh,02/06/2022 12:00 AM,17:30:00,"1,020",622
"        50 - Route 50",dantre - btwrsh,03/20/2022 12:00 AM,17:30:00,"1,020",760
"        50 - Route 50",heapar - bearid,12/12/2021 12:00 AM,17:30:00,300,312
"        50 - Route 50",heapar - bearid,02/06/2022 12:00 AM,17:30:00,300,288
"        50 - Route 50",rsw - dantre,03/13/2022 12:00 AM,17:30:00,600,521
"        50 - Route 50",winsum - heapar,12/12/2021 12:00 AM,17:30:00,300,220
"        50 - Route 50",winsum - heapar,12/26/2021 12:00 AM,17:30:00,300,229
"        50 - Route 50",winsum - heapar,02/06/2022 12:00 AM,17:30:00,300,190
"        50 - Route 50",btwrsh - winsum,12/05/2021 12:00 AM,17:30:00,"1,200",856
"        50 - Route 50",btwrsh - winsum,02/06/2022 12:00 AM,17:30:00,"1,200",816
"        50 - Route 50",btwrsh - winsum,03/20/2022 12:00 AM,17:30:00,"1,200",745
"        50 - Route 50",dantre - btwrsh,01/30/2022 12:00 AM,17:30:00,"1,020",793
"        50 - Route 50",dantre - btwrsh,02/20/2022 12:00 AM,17:30:00,"1,020",618
"        50 - Route 50",dantre - btwrsh,02/27/2022 12:00 AM,17:30:00,"1,020",768
"        50 - Route 50",dantre - btwrsh,03/13/2022 12:00 AM,17:30:00,"1,020",667
"        50 - Route 50",heapar - bearid,12/05/2021 12:00 AM,17:30:00,300,274
"        50 - Route 50",heapar - bearid,12/26/2021 12:00 AM,17:30:00,300,314
"        50 - Route 50",heapar - bearid,01/23/2022 12:00 AM,17:30:00,300,309
"        50 - Route 50",heapar - bearid,02/13/2022 12:00 AM,17:30:00,300,288
"        50 - Route 50",rsw - dantre,01/30/2022 12:00 AM,17:30:00,600,550
"        50 - Route 50",rsw - dantre,03/06/2022 12:00 AM,17:30:00,600,483
"        50 - Route 50",rsw - dantre,03/20/2022 12:00 AM,17:30:00,600,533
"        50 - Route 50",winsum - heapar,02/20/2022 12:00 AM,17:30:00,300,221
"        50 - Route 50",btwrsh - winsum,01/02/2022 12:00 AM,17:30:00,"1,200",752
"        50 - Route 50",btwrsh - winsum,01/30/2022 12:00 AM,17:30:00,"1,200",721
"        50 - Route 50",btwrsh - winsum,02/20/2022 12:00 AM,17:30:00,"1,200",764
"        50 - Route 50",heapar - bearid,12/19/2021 12:00 AM,17:30:00,300,237
"        50 - Route 50",heapar - bearid,01/02/2022 12:00 AM,17:30:00,300,287
"        50 - Route 50",rsw - dantre,01/09/2022 12:00 AM,17:30:00,600,577
"        50 - Route 50",winsum - heapar,01/02/2022 12:00 AM,17:30:00,300,218
"        50 - Route 50",winsum - heapar,01/09/2022 12:00 AM,17:30:00,300,220
"        50 - Route 50",btwrsh - winsum,02/27/2022 12:00 AM,17:30:00,"1,200",873
"        50 - Route 50",heapar - bearid,01/09/2022 12:00 AM,17:30:00,300,337
"        50 - Route 50",heapar - bearid,01/16/2022 12:00 AM,17:30:00,300,240
"        50 - Route 50",rsw - dantre,12/12/2021 12:00 AM,17:30:00,600,594
"        50 - Route 50",winsum - heapar,01/30/2022 12:00 AM,17:30:00,300,208
"        50 - Route 50",btwrsh - winsum,12/19/2021 12:00 AM,17:30:00,"1,200",803
"        50 - Route 50",btwrsh - winsum,04/03/2022 12:00 AM,17:30:00,"1,200",672
"        50 - Route 50",heapar - bearid,02/27/2022 12:00 AM,17:30:00,300,329
"        50 - Route 50",heapar - bearid,03/06/2022 12:00 AM,17:30:00,300,287
"        50 - Route 50",heapar - bearid,03/20/2022 12:00 AM,17:30:00,300,241
"        50 - Route 50",heapar - bearid,04/03/2022 12:00 AM,17:30:00,300,291
"        50 - Route 50",rsw - dantre,12/26/2021 12:00 AM,17:30:00,600,557
"        50 - Route 50",winsum - heapar,12/05/2021 12:00 AM,17:30:00,300,238
"        50 - Route 50",winsum - heapar,12/19/2021 12:00 AM,17:30:00,300,233
"        50 - Route 50",winsum - heapar,03/06/2022 12:00 AM,17:30:00,300,217
"        50 - Route 50",winsum - heapar,03/20/2022 12:00 AM,17:30:00,300,197
